Tên sản phẩm,Link sản phẩm,Giá,Số đã bán,Doanh thu,Ngành hàng,Thương hiệu,Giá phân loại cao nhất,Giá phân loại nhỏ nhất,Link shop,Mã sản phẩm,Ngành hàng cấp 1,Ngành hàng cấp 2,Ngành hàng cấp 3,Ngày bắt đầu bán,Số lượt xem sản phẩm,Số đánh giá,Thumbnail,Tên shop,Tổng doanh số,Tổng số đánh giá,Tổng số đã bán
"Điện Thoại Samsung Galaxy Z Flip4 - Hàng Chính Hãng, Mới 100%, Nguyên seal",https://beeco.st/1IgPsI1.45QKS,14490000,15,225609000,Điện Thoại & Máy Tính Bảng,samsung,14490000,14490000,https://shopee.vn/shop/68527388,1__20038771841__68527388,,,,2022-08,,,https://cf.shopee.vn/file/vn-11134207-7r98o-lld7of2648tyb7,HAPPY PHONE MALL,2445090000,53,162
"điện thoại OppoA16 2022 Chính Hãng 2sim ram 6G/128G, Camera sau:13 MP &2 MP, 2 MP, Cày Game nặng Chất - BCC 06",https://beeco.st/1FGwDjb.1VwY8,799000,215,225535000,Điện Thoại & Máy Tính Bảng,oppo,1849000,799000,https://shopee.vn/shop/25143432,1__16389823333__25143432,,,,2022-11,,,https://cf.shopee.vn/file/sg-11134201-22110-gxy8doxlfyjvf9,baochaustore2017,549798500,29,517
"điện thoại Oppo A74 5G 2sim ram 12/512G máy Chính Hãng, Màn: IPS LCD6.5 Full HD+, chiến mọi game nặng đỉnh - BCC 06",https://beeco.st/19nmvzL.1VwY8,949000,225,224025000,Điện Thoại & Máy Tính Bảng,oppo,2399000,949000,https://shopee.vn/shop/25143432,1__10498580309__25143432,,,,2022-11,,,https://cf.shopee.vn/file/sg-11134201-22110-p4w50vqlmyjv43,baochaustore2017,341108000,22,342
Điện thoại Samsung Galaxy A34 5G 128GB Ram 8G Nguyên Seal Bảo Hành 12 Tháng - 25334,https://beeco.st/1Lh8bhC.2Fl6t,6390000,35,222490000,Điện Thoại & Máy Tính Bảng,samsung,6390000,6390000,https://shopee.vn/shop/37679543,1__23272250060__37679543,,,,2023-06,,,https://cf.shopee.vn/file/vn-11134207-7qukw-livz3avg815ebc,Hnam Mobile,393940000,11,62
Điện thoại Samsung Galaxy A33 5G (6GB/128GB) - Hàng Chính Hãng,https://www.lazada.vn/products/ien-thoai-samsung-galaxy-a33-5g-6gb128gb---hang-chinh-hang-i2061978946.html,4581279,42,222180000,Điện Thoại & Máy Tính Bảng,samsung,,,https://www.lazada.vn/binguyenshop,2__2061978946,,,,2022-10,,,https://vn-live-01.slatic.net/p/39ccf2bff5b55ca0965b1e0fd370f209.jpg,Binguyenshop,976935539,86,184
"điện thoại giá rẻ LG V60 ThinQ 5G Chính Hãng, ram 8/128G,Camera sau 64 MP &13 MP, TOF 3D, Cày Game mượt - BNN 01",https://beeco.st/1D1o0Af.gdLd,1249000,87,221763000,Điện Thoại & Máy Tính Bảng,lg,3849000,1249000,https://shopee.vn/shop/11171175,1__13988528809__11171175,,,,2022-04,,,https://cf.shopee.vn/file/8931d5a1a1f4bfb79f8ff0f7576af150,Baongocstore2016,539241000,25,209
"điện thoại Oppo F1s 2sim ram 4G/64G Chính Hãng mới, Chiến Game siêu mượt - GGS 02",https://beeco.st/13VgXnk.6SQBQ,444000,152,220096000,Điện Thoại & Máy Tính Bảng,oppo,900000,444000,https://shopee.vn/shop/108110554,1__3752467566__108110554,,,,2020-09,,,https://cf.shopee.vn/file/4cdb129af3ad9e592104214e2fd447e5,smartphonegiasi,1273288000,65,781
điện thoại Samsung Galaxy S8 Plus ram 4G/64G mới CHÍNH HÃNG - Chơi PUBG/Free Fire mướt (màu Tím khói),https://beeco.st/142mFVk.2w5hG,1850000,44,219912000,Điện Thoại & Máy Tính Bảng,samsung,2350000,1850000,https://shopee.vn/shop/48782032,1__4341168110__48782032,,,,2020-07,,,https://cf.shopee.vn/file/82af61b70b22e45fbc3c59691aadfdb6,Phương Lê Store,2499068000,34,506
"điện thoại Sony Xperia 5 - Sony X5 ram 6G rom 64G Chính Hãng, Chiến Free/PUBG/Liên Quân chất - BCC 05",https://beeco.st/1Dg2NUV.1VwY8,1699000,96,219840000,Điện Thoại & Máy Tính Bảng,sony,2499000,1699000,https://shopee.vn/shop/25143432,1__14663907231__25143432,,,,2022-03,,,https://cf.shopee.vn/file/99322332590677568ef3e4bc2855dab9,baochaustore2017,1537925000,50,664
Điện thoại OPPO Find X5 Pro 5G,https://beeco.st/1HtvOId.M4va5,21980000,10,219800000,Điện Thoại & Máy Tính Bảng,oppo,21980000,21980000,https://shopee.vn/shop/370383109,1__19191399591__370383109,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljv18orhx1c288,TECHHOUSE VIETNAM,219800000,9,10
Điện thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng Chính Hãng,https://www.lazada.vn/products/ien-thoai-samsung-galaxy-a54-5g-8gb128gb---hang-chinh-hang-i2339058651.html,7790000,28,218120000,Điện Thoại & Máy Tính Bảng,samsung,,,https://www.lazada.vn/binguyenshop,2__2339058651,,,,2023-06,,,https://vn-live-01.slatic.net/p/b839eca2df1cea21912f0eb6100c176c.jpg,Binguyenshop,366130000,23,47
Điện thoại Realme 10 pro+ cấu hình MediaTek Dimensity 1080,https://beeco.st/19ziOsJ.FEW90,4969000,40,217980000,Điện Thoại & Máy Tính Bảng,realme,4969000,4969000,https://shopee.vn/shop/255459904,1__10698722707__255459904,,,,2022-12,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljf2pgeioj6466,mifones,1032115000,76,187
"điện thoại Oppo F5 2sim ram 6G/128G mới Chính Hãng, Camera selfiel siêu nét, Chiến Game nặng mượt - GGS 01",https://beeco.st/14dBotB.6SQBQ,459000,132,217536000,Điện Thoại & Máy Tính Bảng,oppo,1020600,459000,https://shopee.vn/shop/108110554,1__4952370635__108110554,,,,2020-09,,,https://cf.shopee.vn/file/7ae44d9c2b431191850e543a4aa5c9e0,smartphonegiasi,1179569090,65,687
"điện thoại Oppo A1K - Oppo A1 K 2sim ram 6G/128G mới Chính hãng, Chiến PUBG/Free Fire mướt - BNN 02",https://beeco.st/16CS8t6.gdLd,599000,112,216781000,Điện Thoại & Máy Tính Bảng,oppo,1249000,599000,https://shopee.vn/shop/11171175,1__6651153862__11171175,,,,2020-09,,,https://cf.shopee.vn/file/cef0646f56bda3e33c82cc7312661bfc,Baongocstore2016,2854763000,46,1331
"[ Rẻ Hủy Diệt ] điện thoại Vivo S1 2sim ram 8G bộ nhớ 512G mới Chính Hãng, Chiến PUBG/Liên Quân đỉnh - GGS 06",https://beeco.st/1CYxR_E.6SQBQ,599000,124,214676000,Điện Thoại & Máy Tính Bảng,vivo,1899000,599000,https://shopee.vn/shop/108110554,1__13470908366__108110554,,,,2022-01,,,https://cf.shopee.vn/file/9488e7125bfbdc4843f4195c3b6d1765,smartphonegiasi,625605000,47,351
Điện thoại Samsung Galaxy Z Flip 5 - Hàng chính hãng,https://tiki.vn/ien-thoai-samsung-galaxy-z-flip-5---hang-chinh-hang-p270683809.html?spid=270683917,23490000,8,213920000,Điện Thoại & Máy Tính Bảng,samsung,,,https://tiki.vn/cua-hang/tiki-trading,3__270683809__270683917,,,,2023-07,,,https://salt.tikicdn.com/cache/280x280/ts/product/04/18/d3/3ab297e70ef69e8b0c3f8b76e6c837a3.jpg,Tiki Trading,265900000,1,10
"[Rẻ Hủy Diệt] điện thoại Samsung Galaxy Note 8 2sim ram 6G bộ nhớ 64G mới 99% máy Chính Hãng, Camera siêu đẹp GGS 01",https://beeco.st/14mqjfr.6SQBQ,1090000,94,213874000,Điện Thoại & Máy Tính Bảng,samsung,2499000,1090000,https://shopee.vn/shop/108110554,1__5114092149__108110554,,,,2020-01,,,https://cf.shopee.vn/file/b1f83a55792b2b097de59dd939b4bc96,smartphonegiasi,1688336000,44,560
"điện thoại Samsung Galaxy Note20 5G 2sim máy Chính Hãng, ram 8/256G, cấu hình khủng, Cày Game nặng chất - GGS 04",https://beeco.st/1H1F6Uj.6SQBQ,2349000,91,213759000,Điện Thoại & Máy Tính Bảng,samsung,5211000,2349000,https://shopee.vn/shop/108110554,1__18274346925__108110554,,,,2023-02,,,https://cf.shopee.vn/file/vn-11134201-23020-r9dehmelzwnv2a,smartphonegiasi,836244000,31,356
"điện thoại OppoA16 2022 Chính Hãng 2sim Ram 6/128G, Cày Liên Quân-Free Fire-PUBG mượt mà, Bảo hành 12 Tháng - BCC 06",https://beeco.st/1DtpyLI.1VwY8,999000,172,212256600,Điện Thoại & Máy Tính Bảng,oppo,1849000,999000,https://shopee.vn/shop/25143432,1__14895007058__25143432,,,,2022-11,,,https://cf.shopee.vn/file/sg-11134201-22110-vjhf5nkgfyjv89,baochaustore2017,587667600,33,476
"điện thoại Samsung Galaxy A50 CHÍNH HÃNG, ram 4G/64G mới, Chiến PUBG/Liên Quân mượt - BNN 03",https://beeco.st/15yU8Mu.gdLd,899000,115,212165000,Điện Thoại & Máy Tính Bảng,samsung,1549000,899000,https://shopee.vn/shop/11171175,1__6383240632__11171175,,,,2021-03,,,https://cf.shopee.vn/file/773d091cb6ea04996715df88f4c44296,Baongocstore2016,11996317000,99,2074
Điện Thoại Infinix Hot 30i 4GB/128GB - Hàng Chính Hãng,https://beeco.st/1LDSF6_.x-69T,2389000,85,211310000,Điện Thoại & Máy Tính Bảng,infinix,3190000,2389000,https://shopee.vn/shop/1006133853,1__22774084031__1006133853,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llbmh8drfdu036,,223760000,24,90
"điện thoại Samsung Galaxy A70 2sim ram 6/128G Chính Hãng, cấu hình CPU siêu Cao Cấp, đánh mọi Game nặng chất  BCC 06",https://beeco.st/1Lv5yih.1VwY8,1099000,176,210924000,Điện Thoại & Máy Tính Bảng,samsung,1899000,1099000,https://shopee.vn/shop/25143432,1__23506438955__25143432,,,,2022-11,,,https://cf.shopee.vn/file/sg-11134201-22110-nsdb183344jv50,baochaustore2017,711062000,31,591
Điện Thoại OPPO A17 4GB/64GB-Hàng Chính Hãng,https://beeco.st/1Hxt9rY.RLjS1,3990000,59,209740000,Điện Thoại & Máy Tính Bảng,oppo,3990000,3990000,https://shopee.vn/shop/458675969,1__19257924962__458675969,,,,2022-10,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfs1if6bxfu22b,oppo_authorized_store_vn,657220000,37,183
"điện thoại Oppo F9 Pro 2sim ram 8G rom 512G , Máy Chính Hãng, Chiến Game Nặng mượt - GGS 01",https://beeco.st/1BA1z4r.6SQBQ,499000,161,208978000,Điện Thoại & Máy Tính Bảng,oppo,1499000,499000,https://shopee.vn/shop/108110554,1__11979444533__108110554,,,,2021-12,,,https://cf.shopee.vn/file/0a7b7864dac1da05a5f229f8c6334f09,smartphonegiasi,404494000,38,309
"[ Rẻ Hủy Diệt ] điện thoại Samsung Galaxy A40 2sim 4/64GB, Máy Chính Hãng, Chiến Free/PUBG/Liên Quân Chất - GGS 05",https://beeco.st/1BdjnjF.6SQBQ,499000,161,208978000,Điện Thoại & Máy Tính Bảng,samsung,1498000,499000,https://shopee.vn/shop/108110554,1__12477471567__108110554,,,,2022-02,,,https://cf.shopee.vn/file/922aba05d0e0b0ddc08b0a0bff5b0441,smartphonegiasi,905441030,69,699
"Điện thoại Google Pixel 7 Chính Hãng, nguyên bản 100%, máy đẹp pin cao BH GG dài bản 8/128",https://beeco.st/1E_LA1Q.Y6nl,6890000,29,206710000,Điện Thoại & Máy Tính Bảng,google,8690000,6890000,https://shopee.vn/shop/8940655,1__16094896218__8940655,,,,2023-06,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lhpskxtphrcxe9,worldphone.vn,590760000,31,84
Điện Thoại Itel S23 16GB(8GB+8GB) /128GB | Pin 5000mAh | 6.6 Inch | Camera 50MP | HÀNG CHÍNH HÃNG,https://beeco.st/1MEfLpG.kt2DE,2690000,72,206280000,Điện Thoại & Máy Tính Bảng,itel,2690000,2690000,https://shopee.vn/shop/786178894,1__23868038352__786178894,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llcyu9ys6enq5f,Itel Official Store,830120000,109,288
"điện thoại Realme 6 ram 8G rom 256G 2sim Chính Hãng, Màn hình: IPS LCD6.5 Full HD+, Camera sau: 64 MP & 8 MP - GGS 02",https://beeco.st/17wdX7E.6SQBQ,945000,111,205128000,Điện Thoại & Máy Tính Bảng,realme,1755000,945000,https://shopee.vn/shop/108110554,1__8499630542__108110554,,,,2022-08,,,https://cf.shopee.vn/file/9b3c964b1ff1cc40d35545c5957240ba,smartphonegiasi,312601120,17,169
"điện thoại giá rẻ LG G6 ram 4G bộ nhớ 32G mới Chính hãng, Chiến PUBG/Free Fire mượt - BNN 03",https://beeco.st/16IHMx_.gdLd,1199000,114,204972000,Điện Thoại & Máy Tính Bảng,lg,1249000,1199000,https://shopee.vn/shop/11171175,1__6748991231__11171175,,,,2020-08,,,https://cf.shopee.vn/file/384a7a629f3604d369dc5b27b99917e6,Baongocstore2016,5946036000,96,3055
"điện thoại Realme 6 Chính Hãng 2sim ram 8/128G, cấu hình CPU siêu Cao Cấp, đánh mọi Game nặng chất  - BCC 05",https://beeco.st/1Izn4bu.1VwY8,907500,105,203895000,Điện Thoại & Máy Tính Bảng,realme,1842500,907500,https://shopee.vn/shop/25143432,1__20363626872__25143432,,,,2022-11,,,https://cf.shopee.vn/file/sg-11134201-22110-csa53lai94jv9d,baochaustore2017,271163000,6,137
"Điện thoại giá rẻ LG G8X ThinQ ram 6G/128G zin mới CHÍNH HÃNG, Chiến Game Nặng mướt, Camera nét - BNN 01",https://beeco.st/16KJ2Pw.gdLd,1149000,92,203228000,Điện Thoại & Máy Tính Bảng,lg,2499000,1149000,https://shopee.vn/shop/11171175,1__6782985850__11171175,,,,2021-03,,,https://cf.shopee.vn/file/78d0721220d2247d8c0e435805b23c58,Baongocstore2016,10612880000,87,2248
"điện thoại Samsung Galaxy A50s ram 4G rom 64G 2sim Chính Hãng, Cấu hình Cao, Cày Game nặng siêu chất - GGS 03",https://beeco.st/1HYm4JI.6SQBQ,899000,141,203123190,Điện Thoại & Máy Tính Bảng,samsung,1699000,899000,https://shopee.vn/shop/108110554,1__18836636882__108110554,,,,2022-08,,,https://cf.shopee.vn/file/49f5ae6bcb963471ee81d9cf2cb23bf7,smartphonegiasi,797986910,64,555
"điện thoại Realme 5 Pro 2sim ram 8G rom 256G Chính Hãng,Màn: IPS LCD, 6.3 , Full HD+, CPU: Snapdragon 712 8 nhân GGS 02",https://beeco.st/1ImFCEJ.6SQBQ,999000,115,201020000,Điện Thoại & Máy Tính Bảng,realme,1755000,999000,https://shopee.vn/shop/108110554,1__20136641427__108110554,,,,2022-08,,,https://cf.shopee.vn/file/f34810cb36abc28d744256e7634cbfc9,smartphonegiasi,836742000,54,479
Điện thoại LG G7 ThinQ màn 6.1 inch 2K - Snap 845 ram 4G 64G,https://beeco.st/125pSV9.2x_-U,1648000,97,200895000,Điện Thoại & Máy Tính Bảng,lg,1648000,1648000,https://shopee.vn/shop/49282974,1__2244855753__49282974,,,,2019-05,,,https://cf.shopee.vn/file/b6aaad68da900ba3ad5f902009e64c4f,Thế Linh Store,4710632880,744,1673
Điện Thoại Xiaomi Mi 11 Ultra Ram 08GB/256 GB,https://beeco.st/1KrmWHI.7slLo,25000000,8,200000000,Điện Thoại & Máy Tính Bảng,xiaomi,25000000,25000000,https://shopee.vn/shop/131790194,1__22376744018__131790194,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lkeswta9o23g78,Cửa hàng của Yumi ❤️❤️❤️,200000000,7,8
Điện Thoại Samsung S23 Ultra,https://beeco.st/1HEDiwT.6bnFE,25000000,8,200000000,Chưa phân loại,,25000000,25000000,https://shopee.vn/shop/110564302,1__18492083869__110564302,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7r98o-lkl8500bqglsdd,Hoàng An Mobile,200000000,3,8
"Rẻ như Rẻ điện thoại Chính Hãng Sony Xperia 1 - Sony Xpera X1 ram 6/128G,Cày Game nặng siêu mượt - BNN 06",https://beeco.st/1Ei81vh.gdLd,1299000,94,199938000,Điện Thoại & Máy Tính Bảng,sony,2799000,1299000,https://shopee.vn/shop/11171175,1__15772687979__11171175,,,,2022-04,,,https://cf.shopee.vn/file/6791c60fe037f1dba8bc54ee9d67bada,Baongocstore2016,660868000,58,308
"điện thoại Samsung Galaxy S20 Plus hỗ trợ mạng 5G 2sim ram 12G rom 256G Chính Hãng, Cấu hình siêu khủng - GGS 03",https://beeco.st/1JbuPdY.6SQBQ,1799000,80,199473600,Điện Thoại & Máy Tính Bảng,samsung,4499000,1799000,https://shopee.vn/shop/108110554,1__21036636642__108110554,,,,2022-08,,,https://cf.shopee.vn/file/a2a7d00b01385232c09e08a2c93d124a,smartphonegiasi,777558200,36,312
Điện thoại Xiaomi Poco F5 Pro AMOLED 6.67  | Snapdragon 8+ Gen 1 | 5160mAh,https://beeco.st/1KlFjdf.KIfCx,12990000,18,197820000,Điện Thoại & Máy Tính Bảng,poco,13990000,12990000,https://shopee.vn/shop/340431675,1__22267484649__340431675,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lglrur4x94ru31,Xiaomi Official Store,689880000,26,62
"điện thoại Samsung Galaxy A50s - Samsung A50 S Chính Hãng 2sim ram 4G rom 64G, Cày Game siêu chất - GGS 04",https://beeco.st/1J27bfb.6SQBQ,999000,152,196997000,Điện Thoại & Máy Tính Bảng,samsung,1699000,999000,https://shopee.vn/shop/108110554,1__20436638309__108110554,,,,2022-08,,,https://cf.shopee.vn/file/sg-11134201-22120-olrtqwuxkmlv85,smartphonegiasi,737146180,66,569
"điện thoại Oppo A94 5G 2sim Bộ nhớ 512G ram 12G , Máy Chính Hãng, Cày game đỉnh - BCC 06",https://beeco.st/1EVWosX.1VwY8,1849000,95,196820000,Điện Thoại & Máy Tính Bảng,oppo,3199000,1849000,https://shopee.vn/shop/25143432,1__15561076129__25143432,,,,2022-03,,,https://cf.shopee.vn/file/vn-11134207-7r98o-lkmjmsu4uxlcf3,baochaustore2017,441188000,10,199
"điện thoại Oppo F1s 2sim ram 4G/64G mới Chính Hãng, Cài Full Zalo FB Youtube Tiktok chất - GGS 05",https://beeco.st/13nYZi6.6SQBQ,439000,164,196636000,Điện Thoại & Máy Tính Bảng,oppo,990000,439000,https://shopee.vn/shop/108110554,1__4052368134__108110554,,,,2020-09,,,https://cf.shopee.vn/file/22c49b4f8ca1cde91f2d06f44fd66e34,smartphonegiasi,1057613030,89,823
"điện thoại Oppo A9 Chính Hãng 2sim ram 8G rom 2512G, Cày Game Zalo Tiktok Fb Youtube Chất đỉnh - BNN 01",https://beeco.st/1A-vyi7.gdLd,898000,101,196440000,Điện Thoại & Máy Tính Bảng,oppo,1849000,898000,https://shopee.vn/shop/11171175,1__11792796423__11171175,,,,2022-04,,,https://cf.shopee.vn/file/480f114a24744f7a29807d2030a74c64,Baongocstore2016,510782000,44,261
"điện thoại Samsung Galaxy Note 9 128G ram 6G mới Chính hãng zin, Chơi Game nặng siêu mượt",https://beeco.st/16Ojm0l.2w5hG,2995000,49,196000000,Điện Thoại & Máy Tính Bảng,samsung,3399000,2995000,https://shopee.vn/shop/48782032,1__6857097263__48782032,,,,2020-10,,,https://cf.shopee.vn/file/903b7e2452e807d65efa8b3481ee88cb,Phương Lê Store,2275397000,40,573
"điện thoại giá siêu rẻ Sony Xperia 8 Chính Hãng ram 4G/64G, Cày Game nặng chất, Bảo hành 12 tháng, - BCC 05",https://beeco.st/1MId8-P.1VwY8,1299000,85,195415000,Điện Thoại & Máy Tính Bảng,sony,1999000,1299000,https://shopee.vn/shop/25143432,1__23934570393__25143432,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-7r98o-lkqiqp1ojynv52,baochaustore2017,310465000,6,135
Điện thoại Samsung Galaxy A34 5g (8GB/128GB),https://www.lazada.vn/products/ien-thoai-samsung-galaxy-a34-5g-8gb128gb-i2207531340.html,6350000,26,193960000,Điện Thoại & Máy Tính Bảng,,,,https://www.lazada.vn/samsung-flagship-store,2__2207531340,,,,2023-03,,,https://vn-live-01.slatic.net/p/a9ff59523ca109f6c37e442171d7fb27.jpg,SAMSUNG Flagship Store,926690000,34,124
điện thoại Samsung Galaxy S10 ram 8G/128G máy Chính Hãng - Bảo hành 12 tháng,https://www.lazada.vn/products/ien-thoai-samsung-galaxy-s10-ram-8g128g-may-chinh-hang---bao-hanh-12-thang-i2201166458.html,4199000,46,193154000,Điện Thoại & Máy Tính Bảng,,,,https://www.lazada.vn/tay-nguyen-store-47,2__2201166458,,,,2023-03,,,https://vn-live-01.slatic.net/p/190447dc7f5401ba9c976069f9f1f29f.jpg,TÂY NGUYÊN STORE 47,407303000,62,97
"điện thoại Samsung Galaxy S10 ram 8G/128G máy Chính Hãng, Màn hình: Dynamic AMOLED6.1 Quad HD+ (2K+) - Bảo hành 12 tháng",https://www.lazada.vn/products/ien-thoai-samsung-galaxy-s10-ram-8g128g-may-chinh-hang-man-hinh-dynamic-amoled61quad-hd-2k---bao-hanh-12-thang-i2201124732.html,4199000,46,193154000,Điện Thoại & Máy Tính Bảng,,,,https://www.lazada.vn/tay-nguyen-store-47,2__2201124732,,,,2023-03,,,https://vn-live-01.slatic.net/p/78665a1c8256d954b012eee78c2802e6.jpg,TÂY NGUYÊN STORE 47,403104000,61,96
"điện thoại LG V60 ThinQ ram 8G rom 128G Chính Hãng, Chip: Snapdragon 865, Màn hình: P-OLED6.8 Quad HD+ (2K+) - BNN 03",https://beeco.st/1GjaNO3.gdLd,1249000,129,193121000,Điện Thoại & Máy Tính Bảng,lg,3849000,1249000,https://shopee.vn/shop/11171175,1__17944376835__11171175,,,,2022-04,,,https://cf.shopee.vn/file/bcc755128620ff7d980a4f4dc6919275,Baongocstore2016,971893000,111,646
Điện thoại XIAOMI POCO X5 Pro 5G 6+128GB | 8+256GB,https://beeco.st/1IWY7Pu.KIfCx,6490000,28,192400000,Điện Thoại & Máy Tính Bảng,xiaomi,7190000,6490000,https://shopee.vn/shop/340431675,1__19873166968__340431675,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-ujwiue3yhhnv4e,Xiaomi Official Store,751890000,39,109
"[ RẺ NHƯ RẺ '' điện thoại LG V40 ThinQ ram 6G rom 128G mới CHÍNH HÃNG - snap 845 8 nhân, chiến PUBG - BNN 06",https://beeco.st/15apYYw.gdLd,1099000,96,191904000,Điện Thoại & Máy Tính Bảng,lg,1999000,1099000,https://shopee.vn/shop/11171175,1__5986199738__11171175,,,,2021-04,,,https://cf.shopee.vn/file/12d1fe8f23fc89303806d2b5295a50cf,Baongocstore2016,5956964000,85,2277
Điện thoại Xiaomi 13 Pro Mi 13 Pro Rom tiếng Việt { Brand New },https://beeco.st/1M6hXRo.aHKpd,13990000,12,191880000,Điện Thoại & Máy Tính Bảng,xiaomi,18190000,13990000,https://shopee.vn/shop/608521447,1__23734392562__608521447,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134201-7qukw-leq2t7g6fv0282,shipmobile 1,368670000,13,23
"điện thoại Chính Hãng Oppo A93 5G 2sim ram 12G/512GB, Chiến PUBG/Free/Liên Quân đỉnh - BCC 06",https://beeco.st/1EDeOuT.1VwY8,1549000,95,189905000,Điện Thoại & Máy Tính Bảng,oppo,3199000,1549000,https://shopee.vn/shop/25143432,1__15261077021__25143432,,,,2022-03,,,https://cf.shopee.vn/file/vn-11134207-7r98o-lkmjmsuorboqdc,baochaustore2017,556531000,26,272
Điện thoại OPPO A76 (6GB/128GB) - Hàng Chính Hãng,https://beeco.st/1IEwVlj.RLjS1,5990000,39,189150000,Điện Thoại & Máy Tính Bảng,oppo,5990000,5990000,https://shopee.vn/shop/458675969,1__19577568237__458675969,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lgka54akakmvb2,oppo_authorized_store_vn,716177000,45,146
"điện thoại Realme 5 Pro ram 8G/256G 2sim Chính Hãng, Camera sau: Chính 48 MP & Phụ 8 MP, 2 MP, 2 MP, màn 6.3'' GGS 01",https://beeco.st/1E-cv0E.6SQBQ,945000,130,188110000,Điện Thoại & Máy Tính Bảng,realme,1755000,945000,https://shopee.vn/shop/108110554,1__16082767886__108110554,,,,2022-08,,,https://cf.shopee.vn/file/067ace69856e372109e028098d13f05e,smartphonegiasi,739348720,54,511
"điện thoại Sony XZ3 - Sony Xperia XZ3 Chính Hãng ram 4/64G, Màn: P-OLED, 6.0 , Quad HD+ (2K+), Cày Game nặng - GGS 04",https://beeco.st/1Jb0GpS.6SQBQ,1350000,130,187290000,Điện Thoại & Máy Tính Bảng,sony,1998000,1350000,https://shopee.vn/shop/108110554,1__21021920476__108110554,,,,2022-07,,,https://cf.shopee.vn/file/ef62bf53abb3f2c653820ecccfe10792,smartphonegiasi,551760000,48,372
"Điện thoại Oppo A9 2sim ram 8G rom 256G, Máy Chính Hãng, Chiến PUBG/Free Fire Chất đỉnh - GGS 02",https://beeco.st/1DMPG_G.6SQBQ,999000,110,186780000,Điện Thoại & Máy Tính Bảng,oppo,1899000,999000,https://shopee.vn/shop/108110554,1__14334365648__108110554,,,,2022-01,,,https://cf.shopee.vn/file/480f114a24744f7a29807d2030a74c64,smartphonegiasi,916194530,56,543
"điện thoại Samsung Galaxy A51 2sim Chính Hãng ram 6G/128G, Cấu hình Cao ngất, cân mọi game nặng chất - BNN 01",https://beeco.st/1F4pyiq.gdLd,1098000,97,184203000,Điện Thoại & Máy Tính Bảng,samsung,1998000,1098000,https://shopee.vn/shop/11171175,1__16186854196__11171175,,,,2022-10,,,https://cf.shopee.vn/file/sg-11134201-22100-sijfawpzv9hvfa,Baongocstore2016,1150077000,87,605
"điện thoại Sony Xperia 5 Chính Hãng ram 6G rom 64G, CPu snap 855, Cày Game nặng mượt - BNN 03",https://beeco.st/1Fh_B5t.gdLd,1249000,115,183649000,Điện Thoại & Máy Tính Bảng,sony,2499000,1249000,https://shopee.vn/shop/11171175,1__16844108151__11171175,,,,2022-04,,,https://cf.shopee.vn/file/efab6d160bb8a3385d5b38487c20ed3a,Baongocstore2016,997789000,109,623
Điện Thoại Itel S23 8GB(4GB+4GB) /128GB | Pin 5000mAh | 6.6 Inch | Camera 50MP  | Face ID | HÀNG CHÍNH HÃNG,https://beeco.st/1HhT1u4.kt2DE,2390000,80,183434000,Điện Thoại & Máy Tính Bảng,itel,2390000,2390000,https://shopee.vn/shop/786178894,1__18982641156__786178894,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llcyu9ys503aca,Itel Official Store,183434000,31,80
Điện Thoại Samsung A34 5G 8GB/128GB - Hàng Chính Hãng,https://beeco.st/1LSyVyv.BWjRr,6339000,28,183312000,Điện Thoại & Máy Tính Bảng,samsung,6339000,6339000,https://shopee.vn/shop/193124085,1__23034199865__193124085,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lf1e0mcogn6f4d,Điện Thoại Chính Hãng HồngHạnh,341788000,16,52
Điện thoại Xiaomi Mi 10s RAM 8/128GB chip Snapdragon 870 5G camera lên tới 108MP thiết kế cao cấp hiệu năng mạnh mẽ,https://beeco.st/1LxcYHw.CCOuC,4698000,39,183302000,Điện Thoại & Máy Tính Bảng,,4998000,4698000,https://shopee.vn/shop/204574220,1__23548535930__204574220,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljc9fp1x1tl8f6,maytinhbanghaiphong,282260000,24,60
